Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,date,normalized_pnl
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,PNUT,0.5325,3499.4,1863.43,BUY,08-01-2025 22:59,501387.8,Open Long,0.0,0xfee144f7e63f33fe79b3041afa16370201740076eb8071f65c05677f4b826313,61521915725,True,0.6522,317000000000000.0,2025-08-01 22:59:00,2025-08-01,0.0
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,ETH,1478.2,0.36,532.15,BUY,09-04-2025 19:14,-16.4697,Close Short,0.9,0x18f9e05ee7d59dd7e0c30421366c3f0204500065c698df8614590fa4af7c8e8d,85305663820,False,0.053215,1020000000000000.0,2025-09-04 19:14:00,2025-09-04,0.001691252466409847
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.046394,1500.0,69.59,BUY,04-03-2024 22:34,-198108.0,Close Short,3.891,0xfcfe08a24ecebcba0c7f0407e4975801cc00a8cb6c424e3496aa412e2f6402d4,11991103142,True,0.016701,284000000000000.0,2024-04-03 22:34:00,2024-04-03,0.05591320592039086
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,15.144,0.81,12.27,BUY,07-03-2025 00:37,86240.16,Open Long,0.0,0x0000000000000000000000000000000000000000000000000000000000000000,77670309702,False,0.0,991000000000000.0,2025-07-03 00:37:00,2025-07-03,0.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,VINE,0.14053,1765.0,248.04,BUY,06-02-2025 16:55,84656.0,Open Long,0.0,0x210e2a7520befb6db7ac041d3e9cff020265001a25d01fba764e2d297b5ec954,70011492531,False,0.024803,734000000000000.0,2025-06-02 16:55:00,2025-06-02,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,ETH,2755.1,13.6111,37499.94,BUY,03-02-2025 07:14,184.233,Open Long,0.0,0x2cb1e64b4afeed3fb553041d07a0700203770032d5ec3076e5a6401ef33f9d3e,68774367826,True,11.249982,898000000000000.0,2025-03-02 07:14:00,2025-03-02,0.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83180.0,0.013,1081.34,SELL,12-04-2025 04:58,-2.08079,Open Short,0.0,0x6b313e029807198fba0f04215de94801ac001092edd85e7c214059795735b0c6,85920946401,True,0.324402,19900000000000.0,2025-12-04 04:58:00,2025-12-04,0.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,22.986,20.21,464.55,BUY,09-02-2025 19:59,2071.309165,Buy,0.0,0xeec651017ea921ad9f5b041d711869015a00b90e97fa5a90eee5598d060d3798,70964658961,True,0.00707347,165000000000000.0,2025-09-02 19:59:00,2025-09-02,0.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,17.841,31.27,557.89,SELL,05-03-2025 06:57,-3184.55,Open Short,0.0,0x1f8f27aea49383f6911a041eecb45b0163004170377d2415789553c1eac6b6e2,77238974642,True,0.167366,211000000000000.0,2025-05-03 06:57:00,2025-05-03,0.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,ONDO,1.3504,185.0,249.82,SELL,07-02-2025 01:54,1001.0,Close Long,4.36119,0x44c8c3496736c6a1a661041d44bc710201d200f5f9ad36d9ec1f03e52c59274c,70254835350,False,0.024982,189000000000000.0,2025-07-02 01:54:00,2025-07-02,0.017457329277079495
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,GRASS,1.782,9.0,16.04,SELL,08-04-2025 00:43,10844.6,Close Long,0.621,0xb2d50df802582830518a0421191e5102011b0042148b39e0edba9444df4d73a4,84779771024,False,0.001538,26400000000000.0,2025-08-04 00:43:00,2025-08-04,0.03871571072319202
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,SOL,238.97,1.74,415.81,SELL,01-12-2024 21:22,14.03,Close Long,0.492246,0x247c1d280ae8e03ce9c504182b233502010f006cee41df92dd777a5d392fda06,51707596091,True,0.145532,872000000000000.0,2024-01-12 21:22:00,2024-01-12,0.0011838243428488973
0x39cef799f8b69da1995852eea189df24eb5cae3c,XRP,1.8636,268.0,499.44,SELL,07-04-2025 20:05,184560.0,Close Long,-8.2276,0x97ed634d0b8541c7fb84042115eeb102067a0025c201b5eb31a43f9b8cb3c94a,84685119949,False,0.049944,23300000000000.0,2025-07-04 20:05:00,2025-07-04,-0.016473650488547174
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,60911.0,0.64896,39528.8,BUY,02-10-2024 01:53,3.19288,Open Long,0.0,0xd2a48dfbe4f5f223211a041337564101dc00e4f354dd838fd717ab0bd9c500ea,40001668197,True,13.83508,64600000000000.0,2024-02-10 01:53:00,2024-02-10,0.0
0x8477e447846c758f5a675856001ea72298fd9cb5,AI16Z,0.387,620.1,239.98,BUY,03-02-2025 00:26,5427.8,Open Long,0.0,0x02793a6d8875fc57474a041d0329650203a600e1381bb5f91e5b9e2600f62deb,68614544390,True,0.083992,1040000000000000.0,2025-03-02 00:26:00,2025-03-02,0.0
